Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-monitoring.json	11274	-	0	0	0	0	0	0	7	293	0	0	0	0	0	0	0	4	0	0	111	124	0	0	0	6	0	0
fsh-generated/resources/Observation-AbdominalPainExample.json	1223	4	0	0	0	0	0	1	0	843	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample.json	2344	4	0	0	1	0	0	0	1	117	0	0	0	0	0	0	0	0	0	0	14	28	0	0	1	0	0	0
fsh-generated/resources/Observation-BloodPressureExample2.json	2219	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	18	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample.json	1695	3	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample2.json	1182	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample.json	1687	4	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample2.json	1174	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0
fsh-generated/resources/Observation-CatheterMovedOrRemovedExample.json	1225	4	0	0	0	0	0	0	1	102	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
fsh-generated/resources/Observation-DiarrheaExample.json	1222	2	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	1
