Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-monitoring.json	46234	-	0	0	0	0	0	0	24	100	0	0	0	0	0	0	0	1	0	0	0	183	425	0	0	0	0	9	0	2
fsh-generated/resources/Appointment-Appointment-testapp.json	673	6	0	0	2	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-F-7766077.json	772	3	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	14	17	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-Katheter.json	215	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-OPAT.json	296	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-Spoed.json	214	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-MED-medischeVG.json	329	2	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Ademhalingsproblemen.json	333	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Andere.json	319	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Blaren.json	319	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Braken.json	319	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Candidiase.json	323	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Diarree.json	320	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Gewrichtspijn.json	326	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Huiduitslag.json	324	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Jeuk.json	318	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Misselijkheid.json	326	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Moe.json	316	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Observatie-andere-specifieer.json	322	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Obstipatie.json	323	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Pijn.json	317	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Rillingen.json	322	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Verminderdeeetlust.json	331	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Zwelling.json	321	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/Composition-OPAT-Document.json	5447	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	16	90	0	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-example-holter-diagnosticreport.json	1116	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-CT-259690079.json	409	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-Encounter-3441.json	1167	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Location-testloc.json	339	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AbdominalPainExample.json	1223	3	0	0	0	0	0	0	3	393	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AppetiteExample.json	640	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BladderContinenceExample.json	745	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0
