Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-monitoring.json	54331	-	0	0	0	0	0	0	30	60	0	0	0	0	0	0	0	1	0	0	0	278	471	0	0	0	0	9	0	5
fsh-generated/resources/Appointment-Appointment-testapp.json	673	3	0	0	1	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	17	21	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-F-7766077.json	774	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-Katheter.json	216	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-OPAT.json	296	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0
fsh-generated/resources/CareTeam-CareTeam-Spoed.json	219	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-MED-medischeVG.json	396	1	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Ademhalingsproblemen.json	402	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Andere.json	381	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Blaren.json	376	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Braken.json	376	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Candidiase.json	383	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Diarree.json	377	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Gewrichtspijn.json	385	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Huiduitslag.json	377	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Jeuk.json	374	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Misselijkheid.json	381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Moe.json	372	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Observatie-andere-specifieer.json	400	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Obstipatie.json	384	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Pijn.json	370	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Rillingen.json	377	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Verminderdeeetlust.json	396	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalImpression-ClinicalImpression-OBS-Zwelling.json	378	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-decision-cs.json	1004	1	0	0	0	0	0	0	1	19	0	0	1	0	0	0	0	0	0	0	0	13	89	0	0	0	0	1	0	0
fsh-generated/resources/Composition-OPAT-Document.json	5427	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	14	53	0	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-example-holter-diagnosticreport.json	1116	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-CT-259690079.json	409	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-Encounter-3441.json	1167	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Location-testloc.json	340	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AbdominalPainExample.json	1223	1	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	1	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AppetiteExample.json	640	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BladderContinenceExample.json	745	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample.json	2344	1	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample2.json	2382	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample.json	1695	2	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample2.json	1182	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample.json	1687	1	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	18	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample2.json	1174	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CatheterMovedOrRemovedExample.json	1225	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-ClinicalNoteExample.json	509	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0
